,noticeID,wetland_type,impact_duration,impact_quantity,impact_unit,impact_type,impact_type_clean
4584,Notice_NO_199,espiritu santo bay,unknown,267767.0,cubic yards,hydraulic dredging,UNCATEGORIZED
4585,Notice_NO_199,matagorda island,unknown,267767.0,cubic yards,material placement,UNCATEGORIZED
4586,Notice_NO_3611,wetland,unknown,2.97,acres,fill,LOSS
4587,Notice_NO_3611,forested wetland,permanent,0.76,acres,conversion,UNCATEGORIZED
4588,Notice_NO_3611,forested wetland,permanent,10.13,acres,conversion,UNCATEGORIZED
4589,Notice_NO_1188,perennial stream,unknown,694.0,feet,fill material,LOSS
4590,Notice_NO_1188,forested wetland,unknown,0.9,acres,fill material,LOSS
4591,Notice_NO_1187,open water,unknown,1.3,acres,fill,LOSS
4592,Notice_NO_4156,floating dock,unknown,588.0,square feet,removal,UNCATEGORIZED
4593,Notice_NO_4156,finger pier,unknown,5.0,other,installation,UNCATEGORIZED
4594,Notice_NO_4156,boat lift,unknown,10.0,unknown,installation,UNCATEGORIZED
4595,Notice_NO_4156,floating dock,unknown,1230.0,unknown,construction,UNCATEGORIZED
4596,Notice_NO_201,big creek,unknown,5.1,miles,"laying back the existing side slopes to create slopes with an estimated 3:1 ratio, to widen the bottom width to a distance of 30-to 40 -feet-wide, to deepen the stream bed to 19- feet-deep, to create new floodplains , and to install six weir/pool complexes, to install four weirs at the mouths of adjacent tributaries connecting toBig Creek , and to construct wetlands at or near the existing overbank drain pipes",UNCATEGORIZED
4597,Notice_NO_201,big creek,unknown,5.0,miles,installation of two weir/pool complexes and construction of wetlands at or near the existing overbank drain pipes,UNCATEGORIZED
4598,Notice_NO_4157,stream bank,unknown,1600.0,feet,stabilize,UNCATEGORIZED
4599,Notice_NO_4157,hydraulically connected area,unknown,1.2,acres,create,UNCATEGORIZED
4600,Notice_NO_4157,floodplain,unknown,1.2,acres,enhancement,UNCATEGORIZED
4601,Notice_NO_4157,access road,unknown,0.03,acres,construction,UNCATEGORIZED
4602,Notice_NO_4157,wetland,unknown,0.25,acres,impact,LOSS
4603,Notice_NO_4154,wetland,unknown,1.45,acres,fill,LOSS
4604,Notice_NO_200,coastal dune swale wetland,unknown,2.51,acres,fill material discharge,LOSS
4605,Notice_NO_200,temporary,temporary,0.44,acres,fill material discharge,UNCATEGORIZED
4606,Notice_NO_200,utility installation and stormwater conveyance,temporary,0.21,acres,fill material discharge,UNCATEGORIZED
4607,Notice_NO_200,roadway,temporary,0.23,acres,fill material discharge,UNCATEGORIZED
4608,Notice_NO_200,permanent,permanent,2.07,acres,fill material discharge,UNCATEGORIZED
4609,Notice_NO_200,utility installation and stormwater conveyance,permanent,0.16,acres,fill material discharge,UNCATEGORIZED
4610,Notice_NO_200,roadway,permanent,0.77,acres,fill material discharge,UNCATEGORIZED
4611,Notice_NO_200,residential development,permanent,1.14,acres,fill material discharge,UNCATEGORIZED
4612,Notice_NO_1186,uplands and waterbottom,unknown,900.0,square feet,mechanically excavate,LOSS
4613,Notice_NO_1186,tidal wetland,unknown,312.0,square feet,impact,LOSS
4614,Notice_NO_4153,wet slip,unknown,18.0,other,removal,UNCATEGORIZED
4615,Notice_NO_4150,other surface water,permanent,2.88,acres,fill,LOSS
4616,Notice_NO_4151,waters of the united state,unknown,2.27,acres,development,UNCATEGORIZED
4617,Notice_NO_4152,c -13 canal,unknown,0.358,acres,fill,UNCATEGORIZED
4618,Notice_NO_4148,non-tidal water,unknown,,unknown,construction,UNCATEGORIZED
4619,Notice_NO_4149,sand trap and channel,unknown,,unknown,dredging,UNCATEGORIZED
4620,Notice_NO_4149,beach,unknown,,unknown,sand placement,UNCATEGORIZED
4621,Notice_NO_4147,pal ustrine forested wetland,unknown,0.08,acres,fill,LOSS
4622,Notice_NO_4146,u.s. navigable water,unknown,,unknown,install temporary floating turbidity barriers,UNCATEGORIZED
4623,Notice_NO_196,palustrine emergent (pem) wetland,unknown,5.51,acres,fill,LOSS
4624,Notice_NO_196,palustrine forested (pfo) wetland,unknown,59.24,acres,fill,LOSS
4625,Notice_NO_197,open waters and adjacent wetland,unknown,0.25,acres,backfill,UNCATEGORIZED
4626,Notice_NO_198,beach,unknown,21.6,acres,placement,UNCATEGORIZED
4627,Notice_NO_4145,bay bottom,unknown,1.64,acres,dredging,UNCATEGORIZED
4628,Notice_NO_4145,open water,unknown,0.49,acres,fill,LOSS
4629,Notice_NO_4145,choctawhatchee bay,unknown,2602.0,cubic yards,renourish,UNCATEGORIZED
4630,Notice_NO_4145,boat basin,unknown,340.0,feet,backfill,UNCATEGORIZED
4631,Notice_NO_4145,choctawhatchee bay,unknown,150.0,feet,riprap groin,UNCATEGORIZED
4632,Notice_NO_1185,forested wetland,unknown,2.6,acres,loss,LOSS
4633,Notice_NO_1825,jurisdictional wetland,unknown,13.7,acres,loss,LOSS
4634,Notice_NO_1827,pem wetland,temporary,59.9,acres,loss,LOSS
4635,Notice_NO_1827,p,temporary,1.9,acres,loss,UNCATEGORIZED
4636,Notice_NO_1827,pem wetland,permanent,4.67,acres,loss,LOSS
4637,Notice_NO_4143,wetland,unknown,1790.0,square feet,avoid,UNCATEGORIZED
4638,Notice_NO_1826,emergent marsh wetland,unknown,1.99,acres,loss,LOSS
4639,Notice_NO_1826,marsh wetland,unknown,1.77,acres,creation,BENEFIT
4640,Notice_NO_4141,shallow seagrass habitat,20-year,10000.0,acres,seagrass restoration,UNCATEGORIZED
4641,Notice_NO_4140,icww channel,unknown,,unknown,install ACB system,UNCATEGORIZED
4642,Notice_NO_4140,north side of the westbound bridge,unknown,,unknown,install HDPE submarine duct system,UNCATEGORIZED
4643,Notice_NO_4139,native palustrine wetland,unknown,105.0,acres,preservation,BENEFIT
4644,Notice_NO_4139,buffering upland habitat,unknown,686.8,acres,preservation and enhancement,UNCATEGORIZED
4645,Notice_NO_4142,salt marsh,unknown,1265.0,square feet,fill,LOSS
4646,Notice_NO_4142,wetland,unknown,65.0,cubic yards,fill,LOSS
4647,Notice_NO_4144,wetland,unknown,0.3,acres,fill,LOSS
4648,Notice_NO_1828,wetland,unknown,4.68,acres,loss,LOSS
4649,Notice_NO_1828,waters of the u.s.,unknown,0.04,acres,loss,LOSS
4650,Notice_NO_2120,unknown,permanent,1.26,acres,loss,UNCATEGORIZED
4651,Notice_NO_1184,bottomland hardwood wetland,unknown,1742.0,square feet,fill,LOSS
4652,Notice_NO_1184,open water bottom,unknown,5227.0,square feet,fill,LOSS
4653,Notice_NO_1184,wetland,unknown,363.0,cubic yards,fill,LOSS
4654,Notice_NO_1183,wetland habitat,unknown,3.99,acres,fill,LOSS
4655,Notice_NO_1183,"fire suppressed, pine savannah wetland habitat",unknown,1.06,acres,avoided,UNCATEGORIZED
4656,Notice_NO_4138,jupiter inlet district sand trap,unknown,6.58,acres,dredging,UNCATEGORIZED
4657,Notice_NO_4137,wetland,unknown,1.2,acres,fill in,LOSS
4658,Notice_NO_1180,perennial stream,unknown,137.0,feet,fill material,LOSS
4659,Notice_NO_1180,intermittent stream,unknown,125.0,feet,fill material,LOSS
4660,Notice_NO_1180,perennial stream,unknown,41.0,feet,loss,LOSS
4661,Notice_NO_1180,intermittent stream,unknown,589.0,feet,loss,LOSS
4662,Notice_NO_1180,forested wetland,unknown,0.08,acres,loss,LOSS
4663,Notice_NO_1181,forested wetland,unknown,4.0,acres,loss,LOSS
4664,Notice_NO_1182,tchoutacabouffa river,unknown,1220.0,cubic yards,mechanical dredging,UNCATEGORIZED
4665,Notice_NO_1182,howard creek,unknown,200.0,cubic yards,mechanical removal,UNCATEGORIZED
4666,Notice_NO_4136,wetland,unknown,4.32,acres,fill,LOSS
4667,Notice_NO_4136,forested wetland,unknown,0.67,acres,loss,LOSS
4668,Notice_NO_4135,iww,unknown,30.0,other,install,UNCATEGORIZED
4669,Notice_NO_4135,navigable waters of the united state,unknown,1.0,other,install,UNCATEGORIZED
4670,Notice_NO_1824,mississippi river batture,temporary,1.0,acres,vegetated wetlands,UNCATEGORIZED
4671,Notice_NO_1823,water bottom,unknown,0.03,acres,fill,LOSS
4672,Notice_NO_1822,jurisdictional wetland,unknown,12.41,acres,loss,LOSS
4673,Notice_NO_1821,jurisdictional wetland,unknown,12.85,acres,loss,LOSS
4674,Notice_NO_1820,marsh,temporary,51.0,acres,loss,LOSS
4675,Notice_NO_1820,marsh,unknown,64.0,acres,creation,BENEFIT
4676,Notice_NO_1820,forest,unknown,1700.0,feet,creation,UNCATEGORIZED
4677,Notice_NO_2118,non-vegetated waterbottom,unknown,0.4,acres,maintenance dredging,LOSS
4678,Notice_NO_2119,non-vegetated waterbottom,unknown,0.4,acres,maintenance dredging,LOSS
4679,Notice_NO_1818,jurisdictional wetland,unknown,1.2,acres,direct impact,LOSS
4680,Notice_NO_1818,waterbottom,unknown,16.3,acres,direct impact,LOSS
4681,Notice_NO_1819,jurisdictional wetland,unknown,1.2,acres,direct impact,LOSS
4682,Notice_NO_1819,waterbottom,unknown,16.3,acres,direct impact,LOSS
4683,Notice_NO_4134,forested saltmarsh wetland,unknown,1.0,feet,fill,LOSS
4684,Notice_NO_4134,u.s. navigable water,temporary,,unknown,install temporary floating turbidity barriers,UNCATEGORIZED
4685,Notice_NO_4134,wetland shoreline,permanent,4375.0,square feet,avoid,UNCATEGORIZED
4686,Notice_NO_4133,seawall,unknown,67.0,other,remove,UNCATEGORIZED
4687,Notice_NO_4133,area,unknown,17039.0,square feet,maintenance dredge,UNCATEGORIZED
4688,Notice_NO_4133,finger pier,unknown,39.0,other,install,UNCATEGORIZED
4689,Notice_NO_4133,boathouse,unknown,18.0,other,construct,UNCATEGORIZED
4690,Notice_NO_4133,riprap,unknown,57.0,cubic yards,install,UNCATEGORIZED
4691,Notice_NO_1179,perennial stream,unknown,165.0,feet,loss,LOSS
4692,Notice_NO_1179,intermittent stream,unknown,170.0,feet,loss,LOSS
4693,Notice_NO_1179,forested wetland,unknown,0.75,acres,loss,LOSS
4694,Notice_NO_4132,unknown,unknown,5484.0,square feet,expansion,UNCATEGORIZED
4695,Notice_NO_4131,wetland,unknown,0.63,acres,fill,LOSS
4696,Notice_NO_4130,choctawhatchee bay,unknown,1200.0,feet,living shoreline,UNCATEGORIZED
4697,Notice_NO_195,unknown,unknown,12.6,acres,maintenance dredging,UNCATEGORIZED
4698,Notice_NO_193,blkg,unknown,2618.0,feet,decommission,UNCATEGORIZED
4699,Notice_NO_4412,navigable water,unknown,,unknown,"construction, repair, rehabilitation, maintenance, modification, and replacement of residential or commercial pile-supported piers for single or multifamily residences for single littoral parcels including lodging facilities",UNCATEGORIZED
4700,Notice_NO_190,turning basin,unknown,9.59,acres,creation,UNCATEGORIZED
4701,Notice_NO_190,barge fleet station,unknown,8.4,acres,construction,UNCATEGORIZED
4702,Notice_NO_191,unknown,unknown,12.6,acres,maintenance dredging,UNCATEGORIZED
4703,Notice_NO_192,port facilitie,extension of time,,unknown,maintenance,UNCATEGORIZED
4704,Notice_NO_192,"slips 12-14, 14-15, 36-37, 38-39, and 40-41",unknown,,unknown,closure,UNCATEGORIZED
4705,Notice_NO_192,dry-dock basin,unknown,,unknown,deepening,UNCATEGORIZED
4706,Notice_NO_192,turning circle no.1 at station 9+000,unknown,,feet,expansion,UNCATEGORIZED
4707,Notice_NO_192,berth 10,unknown,,unknown,improvements,UNCATEGORIZED
4708,Notice_NO_192,"pelican island disposal areas a, b, c, the 'todd' disposal area, and/or fort san jacinto disposal area",unknown,,unknown,placement,UNCATEGORIZED
4709,Notice_NO_192,all berthing and turning area,unknown,,unknown,maintenance dredging,UNCATEGORIZED
4710,Notice_NO_4127,palus trine wetland,unknown,0.96,acres,discharge clean fill material,LOSS
4711,Notice_NO_4127,surface water,unknown,0.04,acres,discharge clean fill material,LOSS
4712,Notice_NO_4129,unknown,unknown,155.0,feet,construct retaining wall,UNCATEGORIZED
4713,Notice_NO_4129,unknown,unknown,140.0,square feet,construct retaining wall,UNCATEGORIZED
4714,Notice_NO_4129,unknown,unknown,10.0,cubic yards,construct retaining wall,UNCATEGORIZED
4715,Notice_NO_4129,unknown,unknown,130.0,feet,install riprap revetment,UNCATEGORIZED
4716,Notice_NO_4129,unknown,unknown,270.0,square feet,install riprap revetment,UNCATEGORIZED
4717,Notice_NO_4129,unknown,unknown,20.0,other,install riprap revetment,UNCATEGORIZED
4718,Notice_NO_4129,unknown,unknown,290.0,other,place backfill material,UNCATEGORIZED
4719,Notice_NO_4129,shoreline,unknown,5590.0,square feet,place backfill material,UNCATEGORIZED
4720,Notice_NO_194,unknown,unknown,2750.0,feet,decommission,UNCATEGORIZED
4721,Notice_NO_194,unknown,unknown,875.0,feet,removal,UNCATEGORIZED
4722,Notice_NO_4126,unknown,unknown,,unknown,construction,UNCATEGORIZED
4723,Notice_NO_4122,waters of the united state,unknown,6.98,acres,discharge clean fill material,LOSS
4724,Notice_NO_4123,wetland,unknown,1.65,acres,development,UNCATEGORIZED
4725,Notice_NO_4123,(b)(8) upland dug borrow pit surface water,unknown,6.41,acres,discharge of clean fill material,LOSS
4726,Notice_NO_4124,marina,unknown,65900.0,square feet,expansion,UNCATEGORIZED
4727,Notice_NO_4124,entrance channel,unknown,1650.0,cubic yards,fill,UNCATEGORIZED
4728,Notice_NO_4124,north jetty,unknown,800.0,cubic yards,fill,UNCATEGORIZED
4729,Notice_NO_4124,relic breakwater,unknown,50.0,feet,removal,UNCATEGORIZED
4730,Notice_NO_4125,freshwater forested wetland,unknown,0.57,acres,fill,LOSS
4731,Notice_NO_4125,deep bottom creek,unknown,0.09,acres,regrading,UNCATEGORIZED
4732,Notice_NO_1178,wetland,unknown,4.89,acres,loss,LOSS
4733,Notice_NO_4121,wetland,unknown,0.05,acres,loss,LOSS
4734,Notice_NO_4121,other waters of the united states (navigable waters),unknown,0.78,acres,loss,LOSS
4735,Notice_NO_3608,waters of the united state,unknown,,acres,loss,LOSS
4736,Notice_NO_3608,wetland,unknown,,acres,loss,LOSS
4737,Notice_NO_1176,tidal wetland,unknown,160.0,square feet,loss,LOSS
4738,Notice_NO_4120,jurisdictional wetland,unknown,5955.0,square feet,fill,LOSS
4739,Notice_NO_4120,shoreline,unknown,240.0,square feet,boulders,UNCATEGORIZED
4740,Notice_NO_1177,uplands and waterbottom,unknown,300.0,square feet,mechanically excavate,LOSS
4741,Notice_NO_1177,tidal wetland,unknown,160.0,square feet,impact,LOSS
4742,Notice_NO_1816,bottomland hardwood wetland,unknown,108.7,acres,loss,LOSS
4743,Notice_NO_1816,cypress swamp habitat,unknown,126.4,acres,loss,UNCATEGORIZED
4744,Notice_NO_1817,jurisdictional wetland,unknown,0.21,acres,loss,LOSS
4745,Notice_NO_4117,waters of the united state,unknown,10.32,acres,fill,LOSS
4746,Notice_NO_4117,wetland,unknown,7.45,acres,secondary impact,LOSS
4747,Notice_NO_4116,wetland,unknown,1.92,acres,filling,LOSS
4748,Notice_NO_4116,non-tidal wetland,temporary,3.51,acres,temporary impacts,LOSS
4749,Notice_NO_1815,riparian wetland,unknown,0.05,acres,loss,LOSS
4750,Notice_NO_1814,river,unknown,118.0,acres,dredging,UNCATEGORIZED
4751,Notice_NO_1814,stockpile area,unknown,15.9,acres,excavate and stockpile,UNCATEGORIZED
4752,Notice_NO_2117,oilfield canal,unknown,391.0,feet,bulkhead,UNCATEGORIZED
4753,Notice_NO_2117,waterbottom,unknown,0.004,acres,fill,LOSS
4754,Notice_NO_1175,forested wetland,permanent,1.07,acres,fill,LOSS
4755,Notice_NO_4113,mixed forested wetland,unknown,284.5,acres,enhancement,BENEFIT
4756,Notice_NO_4113,freshwater marsh wetland,unknown,23.7,acres,enhancement,BENEFIT
4757,Notice_NO_4113,wet prairie wetland,unknown,11.4,acres,enhancement,BENEFIT
4758,Notice_NO_4113,upland buffer,unknown,31.3,acres,enhancement,UNCATEGORIZED
4759,Notice_NO_4113,mixed forested wetland,unknown,23.0,acres,rehabilitation,UNCATEGORIZED
4760,Notice_NO_4113,mixed forested wetland,unknown,8.0,acres,establishment,UNCATEGORIZED
4761,Notice_NO_4113,wet prairie wetland,unknown,2.8,acres,establishment,UNCATEGORIZED
4762,Notice_NO_189,navigable water,unknown,198.0,feet,bulkhead removal,LOSS
4763,Notice_NO_189,rock berm,unknown,1240.0,square feet,removal,UNCATEGORIZED
4764,Notice_NO_189,rock,unknown,4667.0,cubic yards,discharge,UNCATEGORIZED
4765,Notice_NO_189,bulkhead/slope stabilization,unknown,0.12,acres,rock mattress creation,UNCATEGORIZED
4766,Notice_NO_189,bay bottom,unknown,216100.0,cubic yards,dredging,UNCATEGORIZED
4767,Notice_NO_1174,wetland,unknown,0.92,acres,loss,LOSS
4768,Notice_NO_1174,intermittent stream,unknown,258.0,feet,loss,LOSS
4769,Notice_NO_4112,atlantic ocean shoreline,unknown,8.9,miles,fill,UNCATEGORIZED
4770,Notice_NO_4110,commercial marina,unknown,,other,existing,UNCATEGORIZED
4771,Notice_NO_4110,finger pier,unknown,7.0,other,removal,UNCATEGORIZED
4772,Notice_NO_4110,mooring pile,unknown,53.0,other,removal,UNCATEGORIZED
4773,Notice_NO_4110,finger pier,unknown,10.0,other,total,UNCATEGORIZED
4774,Notice_NO_4110,boatlift,unknown,37.0,other,total,UNCATEGORIZED
4775,Notice_NO_4110,concrete or wood dock and boatlift pile,unknown,276.0,other,jetting and/or driving,UNCATEGORIZED
4776,Notice_NO_4110,steel pipe pile,unknown,5.0,other,jetting and/or vibratory hammer,UNCATEGORIZED
4777,Notice_NO_4110,floating dock and gangway,unknown,1528.0,other,existing,UNCATEGORIZED
4778,Notice_NO_4110,floating dock,unknown,160.0,other,addition,UNCATEGORIZED
4779,Notice_NO_4108,dock,unknown,1615.0,square feet,removal,UNCATEGORIZED
4780,Notice_NO_4108,dock,unknown,5776.0,square feet,construction,UNCATEGORIZED
4781,Notice_NO_4108,mooring pile,unknown,18.0,other,installation,UNCATEGORIZED
4782,Notice_NO_4108,boatlift,unknown,5.0,other,installation,UNCATEGORIZED
4783,Notice_NO_4108,"covered, overwater seating area",unknown,50.0,square feet,construction,UNCATEGORIZED
4784,Notice_NO_4108,maintenance dredging,unknown,424.0,cubic yards,dredging,UNCATEGORIZED
4785,Notice_NO_4108,riprap,unknown,150.0,cubic yards,shoreline stabilization,UNCATEGORIZED
4786,Notice_NO_4108,seawall,unknown,106.0,feet,shoreline stabilization,UNCATEGORIZED
4787,Notice_NO_4109,mixed hardwood wetland,unknown,1.4,acres,fill,LOSS
4788,Notice_NO_4109,other surface water,unknown,0.57,acres,fill,LOSS
4789,Notice_NO_4109,freshwater stream,unknown,0.72,acres,relocate,UNCATEGORIZED
4790,Notice_NO_4109,headwater tributary,unknown,0.72,acres,fill,UNCATEGORIZED
4791,Notice_NO_1173,wetland,unknown,3.47,acres,filling,LOSS
4792,Notice_NO_1813,wetlands and water bottom,unknown,,unknown,avoided,UNCATEGORIZED
4793,Notice_NO_4107,unknown,unknown,,unknown,aquaculture,UNCATEGORIZED
4794,Notice_NO_4106,potentially usace jurisdictional wetland,permanent,3.98,acres,direct,LOSS
4795,Notice_NO_4106,potentially usace jurisdictional wetland,temporary,1.76,acres,impact,LOSS
4796,Notice_NO_187,newton branch,unknown,0.41,acres,hydraulic dredging,UNCATEGORIZED
4797,Notice_NO_187,newton creek,unknown,,unknown,placement of dredge material,UNCATEGORIZED
4798,Notice_NO_186,beach,unknown,,acres,mechanical removal of sand and seaweed,UNCATEGORIZED
4799,Notice_NO_4103,wou,unknown,0.29,acres,filling,UNCATEGORIZED
4800,Notice_NO_4103,wou,unknown,0.5,acres,installation of docks and decking,UNCATEGORIZED
4801,Notice_NO_4103,tidal wetlands (mangroves),unknown,0.013,acres,impact,UNCATEGORIZED
4802,Notice_NO_185,arroyo colorado,unknown,6.3,miles,dredge,UNCATEGORIZED
4803,Notice_NO_4104,seawall,unknown,370.0,feet,new concrete seawall,UNCATEGORIZED
4804,Notice_NO_4104,basin,unknown,0.61,acres,back filling,UNCATEGORIZED
4805,Notice_NO_4104,finger pier,unknown,2.0,feet,installation,UNCATEGORIZED
4806,Notice_NO_4104,mooring pile,unknown,2.0,other,installation,UNCATEGORIZED
4807,Notice_NO_4104,fender pile,unknown,14.0,other,installation,UNCATEGORIZED
4808,Notice_NO_4104,travel lift basin,unknown,20.0,unknown,construction,UNCATEGORIZED
4809,Notice_NO_4104,concrete pile,unknown,40.0,other,installation,UNCATEGORIZED
4810,Notice_NO_4104,dredge footprint,unknown,3809.5,square feet,dredging,UNCATEGORIZED
4811,Notice_NO_4105,mangrove swamp forest,unknown,0.83,acres,fill,UNCATEGORIZED
4812,Notice_NO_4105,tidal flat,unknown,0.42,acres,fill,UNCATEGORIZED
4813,Notice_NO_4102,unknown,unknown,4320.0,square feet,increase in boat slips,UNCATEGORIZED
4814,Notice_NO_1812,unknown,unknown,73064.0,feet,bulk oil pipeline,UNCATEGORIZED
4815,Notice_NO_1812,unknown,unknown,74051.0,feet,umbilical pipeline,UNCATEGORIZED
4816,Notice_NO_4101,waters of the united state,unknown,0.036,acres,fill,LOSS
4817,Notice_NO_4101,waters of the u.s.,unknown,0.008,acres,excavation/removal,LOSS
4818,Notice_NO_4100,wetland,unknown,625.0,cubic yards,fill,LOSS
4819,Notice_NO_1811,marsh,unknown,1543.0,acres,fill,LOSS
4820,Notice_NO_1811,intertidal wetland,unknown,589.0,acres,excavation,LOSS
